term	short_vi	review_status	review_method	source	source_license	review_note
maiden	thiếu nữ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/maiden	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a young unmarried woman' clearly matches sense 0 'unmarried young female' with the Vietnamese translation 'thiếu nữ'.
mainland	đất liền	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/mainland	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'đất liền' correctly corresponds to 'the main landmass of a country or continent' and matches the short gloss 'a country's main part'.
mainstream	chính thống	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/mainstream	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'chính thống' accurately corresponds to 'used or accepted broadly; common, usual or conventional' and matches the English short gloss.
malt	mạch nha	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/malt	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'sprouted grain used in brewing' matches the given sense; 'mạch nha' is the correct Vietnamese term provided.
manifesto	tuyên ngôn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/manifesto	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss ('a public statement of beliefs') matches 'public declaration' sense; 'tuyên ngôn' is the exact correct Vietnamese translation.
marijuana	cần sa	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/marijuana	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'cần sa' accurately matches 'a mind-altering plant drug'.
mast	cột buồm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/mast	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'support of a sail' matches 'a ship's tall pole'; 'cột buồm' is the specific Vietnamese term provided.
masturbation	thủ dâm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/masturbation	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'thủ dâm' directly matches the short gloss 'self-stimulation for sexual pleasure'.
mattress	nệm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/mattress	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a padded sleeping surface' matches sense 'a pad on which a person can recline and sleep'; translation 'nệm' is correct Vietnamese.
meadow	đồng cỏ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/meadow	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss matches sense 'field or pasture'; 'đồng cỏ' is an appropriate Vietnamese translation.
meaningless	vô nghĩa	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/meaningless	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'vô nghĩa' exactly matches the short English gloss 'without purpose or significance' and is usable Vietnamese.
membrane	màng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/membrane	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense = enclosing/separating tissue; 'màng' is the direct Vietnamese equivalent.
memoir	hồi ký	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/memoir	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a life-story book' clearly matches sense 0 'book describing the personal experiences of an author'; Vietnamese 'hồi ký' is an exact, proper match.
mermaid	nhân ngư	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/mermaid	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a mythical fish-tailed woman' matches the mermaid sense; 'nhân ngư' is a correct, usable Vietnamese translation present in the provided list.
methane	metan	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/methane	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense is the chemical CH4 and 'metan' is the correct Vietnamese term.
metropolis	siêu đô thị	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/metropolis	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	"""siêu đô thị"" corresponds to a large/important city and is present in the translations."
milestone	mốc	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/milestone	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'an important stage in progress' matches sense 1 'important event'; 'mốc' is an exact Vietnamese translation provided.
militia	dân quân	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/militia	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'army of trained civilians called upon in time of need' matches short gloss 'a group of citizen soldiers'; 'dân quân' is appropriate.
millennium	thiên niên kỷ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/millennium	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'thiên niên kỷ' exactly matches 'a thousand-year period' and matches the sense label.
mitigate	giảm nhẹ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/mitigate	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	One sense matches 'to make less severe'; 'giảm nhẹ' is a correct, usable Vietnamese translation present in the supplied translations.
mitigation	giảm thiểu	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/mitigation	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label 'reduction of something harmful' matches short_en 'the lessening of harm' and 'giảm thiểu' is the correct Vietnamese gloss among the provided options.
mole	chuột dũi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/mole	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'chuột dũi' matches 'a small burrowing animal' (the burrowing insectivore sense).
monarch	quốc vương	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/monarch	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a king or queen' matches sense 'ruler' and 'quốc vương' is an exact, usable Vietnamese translation present in the supplied list.
monarchy	chế độ quân chủ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/monarchy	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'rule by a king or queen' matches sense 'form of government...' and 'chế độ quân chủ' is an exact, usable Vietnamese translation present in the supplied list.
moose	nai sừng tấm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/moose	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 denotes the large antlered deer and 'nai sừng tấm' is a correct Vietnamese term.
mop	cán lau nhà	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/mop	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'implement for washing floors' directly matches short gloss 'a tool for washing floors'; translation 'cán lau nhà' is correct Vietnamese.
mosaic	mosaic	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/mosaic	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'small-piece picture' matches the artwork sense; translation 'mosaic' is present and appropriate.
moth	bướm đêm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/moth	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a night-flying winged insect' clearly matches the insect sense; 'bướm đêm' is an exact provided Vietnamese translation.
multicultural	đa văn hóa	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/multicultural	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'relating to several different cultures' directly matches 'involving many different cultures'; 'đa văn hóa' is the correct provided translation.
multimedia	đa phương tiện	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/multimedia	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'đa phương tiện' correctly matches 'combined media forms'; the other provided form contains Chinese characters and is unusable.
mummy	xác ướp	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/mummy	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'Preserved dead body' corresponds directly to 'xác ướp'. The other translation is malformed, so the embalmed-corpse sense is the correct choice.
musk	xạ hương	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/musk	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense ‘greasy secretion with powerful odour’ matches short gloss 'a strong, earthy scent'; Vietnamese gloss 'xạ hương' is present and appropriate.
mutation	đột biến	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/mutation	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'heritable change in genetic material' matches the short gloss 'a change in genetic material'; 'đột biến' is correct Vietnamese.
mute	câm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/mute	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'not having the power of speech' matches 'unable to speak'; 'câm' is an appropriate Vietnamese translation present in the supplied translations.
mythology	thần thoại	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/mythology	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label 'myths of a people' matches short_en 'a collection of traditional stories' and 'thần thoại' is the correct Vietnamese term.
nausea	buồn nôn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/nausea	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'feeling like vomiting' corresponds directly to Vietnamese 'buồn nôn'; clear and usable.
nautical	hàng hải	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/nautical	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label matches short gloss (relating to sailing/sea); translation 'hàng hải' is correct Vietnamese.
nay	nói đúng hơn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/nay	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'Or rather' matches the English short gloss meaning; the Vietnamese 'nói đúng hơn' is a clear fit.
nazi	Quốc xã	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/Nazi	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'Quốc xã' corresponds to the Nazi party/member sense and matches the short gloss 'a fascist party member'. Useable Vietnamese without markup.
neutron	nơtron	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/neutron	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'nơtron' is the Vietnamese transliteration for the subatomic particle neutron.
nexus	kết nối	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/nexus	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 ('form or state of connection') matches the short gloss; 'kết nối' is a correct, usable Vietnamese translation.
niche	ngách	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/niche	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a specialized small market' corresponds to sense 'position of opportunity' with translation 'ngách'.
nickel	nikel	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/nickel	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense refers to the chemical element nickel; ‘nikel’ is provided as the translation and is a usable string.
nicotine	nicôtin	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/nicotine	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	“nicôtin” is the Vietnamese form for the addictive chemical in tobacco (nicotine) and matches the gloss.
nipple	núm vú	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/nipple	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'núm vú' matches 'projection of mammary gland' and is proper Vietnamese without markup.
nominate	đề cử	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/nominate	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label matches short English gloss (propose for a position); 'đề cử' is an appropriate Vietnamese translation present in the provided translations.
noodle	mì sợi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/noodle	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a thin pasta strip' matches sense 'string or flat strip of pasta' and 'mì sợi' is an exact, appropriate Vietnamese translation present in the list.
nostalgia	hoài niệm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/nostalgia	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a longing for the past' matches sense 'bittersweet yearning for the things of the past'; 'hoài niệm' is an appropriate Vietnamese translation present.
nude	khỏa thân	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/nude	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	short_en 'wearing no clothes' matches sense 'state of total nudity' and translation 'khỏa thân' is an exact usable match.
nylon	ni lông	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/nylon	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'substance' aligns with 'a strong synthetic fabric'; 'ni lông' is an available Vietnamese gloss.
obese	béo phì	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/obese	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'very overweight' matches sense_label 0 and the translation 'béo phì' is a direct match.
obesity	béo phì	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/obesity	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'act or state of being obese' matches the short gloss 'being very overweight'; translation 'béo phì' is correct Vietnamese.
observatory	đài thiên văn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/observatory	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a sky-studying building' corresponds to sense_label 0 and the provided translation 'đài thiên văn' is correct.
obsolete	lỗi thời	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/obsolete	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'lỗi thời' correctly conveys 'no longer used or needed'.
octopus	bạch tuộc	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/octopus	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense_label 'mollusc' and short gloss 'an eight-armed sea creature' match; 'bạch tuộc' is the correct Vietnamese translation.
odor	mùi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/odor	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a smell' matches sense label; 'mùi' is the exact, appropriate Vietnamese translation provided.
opium	thuốc phiện	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/opium	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'drug from opium poppy' directly matches short gloss; 'thuốc phiện' is the correct Vietnamese.
oppressive	áp chế	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/oppressive	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label (tyrannical/unjust power) matches the short gloss 'cruel and unfair'; 'áp chế' is an appropriate Vietnamese translation.
optics	quang học	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/optics	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'the science of light' matches sense_label 0 and the Vietnamese 'quang học' is the correct term (chosen among provided translations).
ore	quặng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/ore	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'quặng' directly corresponds to rock containing valuable metal.
orgasm	cực khoái	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/orgasm	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'cực khoái' exactly matches 'the peak of sexual pleasure'.
oyster	hàu	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/oyster	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'hàu' directly denotes an oyster (pearl-making shellfish); clear match.
pact	hiệp ước	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/pact	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a formal agreement between parties' matches sense label; 'hiệp ước' is an exact, appropriate Vietnamese translation from the list (avoids entries with non-Vietnamese characters).
pagan	ngoại đạo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/pagan	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'ngoại đạo' corresponds to non-main/folk/pagan religions and fits the gloss.
panther	báo đen	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/panther	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'báo đen' (black leopard) matches 'a large wild black cat'.
paranormal	siêu tâm linh	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/paranormal	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'that cannot be explained by scientific methods' matches short gloss 'beyond normal scientific explanation'; 'siêu tâm linh' is an exact provided translation and appropriate.
parasite	kí sinh trùng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/parasite	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'organism living off another' matches biological sense; 'kí sinh trùng' is the correct Vietnamese term.
peacock	công	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/peacock	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense_label describes the peafowl genera and matches short gloss 'colorful-tailed bird'; 'công' is the exact Vietnamese translation.
peasant	nông dân	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/peasant	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a poor farm worker' corresponds to the sense 'member of the agriculture low class'; 'nông dân' is an exact Vietnamese translation and contains no non-Vietnamese characters.
peck	mổ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/peck	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'mổ' matches 'to strike with a beak' and is a correct, usable Vietnamese gloss.
peninsula	bán đảo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/peninsula	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss matches 'piece of land projecting into water'; 'bán đảo' is the correct Vietnamese term (avoids the non-Vietnamese/Chinese alternative).
perimeter	chu vi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/perimeter	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label describes the mathematical perimeter ('sum of the lengths of the sides'), which aligns with the short_en 'an area's outer boundary' and 'chu vi' is the correct Vietnamese translation.
pervasive	rộng khắp	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/pervasive	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'manifested throughout' matches short gloss 'present throughout something'; 'rộng khắp' is an exact provided translation and best aligns with the gloss.
pier	bến tàu	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/pier	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'bến tàu' corresponds to a raised platform or berth extending over water and matches the short gloss 'a platform extending over water'.
pimp	ma cô	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/pimp	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'prostitution solicitor' matches 'someone who exploits prostitutes'; 'ma cô' is a correct Vietnamese translation present in the supplied translations.
pinch	véo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/pinch	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'to squeeze a small amount of skin' matches short_en 'finger-thumb squeeze'; 'véo' is a correct, usable Vietnamese translation present in the list.
pistol	súng lục	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/pistol	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a small handgun' matches sense 'handgun'; 'súng lục' is a correct Vietnamese equivalent present in translations.
piston	pít tông	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/piston	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label matches 'piston' (solid disk/cylinder) and translation 'pít tông' is a correct Vietnamese rendering without markup.
pixel	điểm ảnh	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/pixel	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense and short gloss describe a tiny image dot; “điểm ảnh” is the standard Vietnamese term.
plateau	cao nguyên	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/plateau	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'high, level expanse' matches short gloss 'flat raised land area'; 'cao nguyên' is a correct Vietnamese translation (excluding the Chinese alternative).
platinum	bạch kim	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/platinum	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	short gloss refers to the metal sense; 'bạch kim' is an exact provided Vietnamese translation for the metal sense.
plaza	quảng trường	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/plaza	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'quảng trường' is a plain Vietnamese translation that matches 'an open public square'.
poke	chọc	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/poke	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a light jab or push' corresponds to sense_label 0 and the translation 'chọc' is an appropriate Vietnamese rendering.
pollen	phấn hoa	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/pollen	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense = fine granular substance from flowers; 'phấn hoa' is the clear Vietnamese equivalent.
polymer	hợp chất cao phân tử	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/polymer	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'molecule' fits 'repeated-unit large molecule'; 'hợp chất cao phân tử' is the correct Vietnamese term provided.
pony	ngựa pôni	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/pony	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label 'small horse' matches short_en 'a small horse' and the translation 'ngựa pôni' is usable Vietnamese.
porcelain	sứ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/porcelain	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'sứ' matches 'fine white ceramic material' (hard white translucent ceramic).
pornography	khiêu dâm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/pornography	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'explicit sexual material' matches sense; 'khiêu dâm' is the appropriate Vietnamese translation provided.
predator	động vật ăn thịt	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/predator	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'động vật ăn thịt' accurately matches 'animal or organism that hunts' and the short gloss 'an animal that hunts others'.
premature	non	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/premature	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label matches 'happening too early'; 'non' is a correct Vietnamese rendering present in the translations.
